State Name,Informasi Umum
Hungary,Hungary YA YA
Iceland,Iceland Mempertimbangkan TIDAK
India,India YA YA
Indonesia,Indonesia YA YA
Iran (Islamic Republic of),Iran (Islamic Republic of) Mempertimbangkan YA
Iraq,Iraq Mempertimbangkan YA
Ireland,Ireland YA TIDAK
Israel,Israel Mempertimbangkan TIDAK
Italy,Italy YA TIDAK
Jamaica,Jamaica Mempertimbangkan TIDAK
Japan,Japan YA YA
Jordan,Jordan YA TIDAK
Kazakhstan,Kazakhstan YA YA
Kenya,Kenya YA YA
Kiribati,Kiribati Mempertimbangkan TIDAK
Kuwait,Kuwait Mempertimbangkan TIDAK
Kyrgyzstan,Kyrgyzstan YA YA
L,Lao People’s Democratic Republic YA YA
Latvia,Latvia Mempertimbangkan TIDAK
Lebanon,Lebanon Mempertimbangkan YA
Lesotho,Lesotho YA TIDAK
Liberia,Liberia Mempertimbangkan YA
Libya,Libya Mempertimbangkan YA
Lithuania,Lithuania Mempertimbangkan YA
Luxembourg,Luxembourg Mempertimbangkan YA
Madagascar,Madagascar YA TIDAK
Malawi,Malawi Mempertimbangkan TIDAK
Malaysia,Malaysia YA TIDAK
Maldives,Maldives YA TIDAK
Mali,Mali Mempertimbangkan YA
Malta,Malta Mempertimbangkan YA
Marshall Islands,Marshall Islands Mempertimbangkan TIDAK
Mauritania,Mauritania Mempertimbangkan YA
Mauritius,Mauritius YA YA
Mexico,Mexico YA YA
Micronesia (Federated States of),Micronesia (Federated States of) Mempertimbangkan TIDAK
Monaco,Monaco YA TIDAK
Mongolia,Mongolia Mempertimbangkan TIDAK
Montenegro,Montenegro YA TIDAK
Morocco,Morocco Mempertimbangkan YA
Mozambique,Mozambique YA YA
Myanmar,Myanmar Mempertimbangkan YA
Namibia,Namibia YA TIDAK
Nauru,Nauru Mempertimbangkan TIDAK
Nepal,Nepal YA TIDAK
Netherlands,Netherlands YA YA
New Zealand,New Zealand YA YA
Nicaragua,Nicaragua Mempertimbangkan TIDAK
Niger,Niger Mempertimbangkan YA
Niger,Nigeria YA YA
Norway,Norway Mempertimbangkan YA
Oman,Oman Mempertimbangkan YA
Pakistan,Pakistan Mempertimbangkan YA
Palau,Palau Mempertimbangkan TIDAK
Panama,Panama Mempertimbangkan YA
Papua New Guinea,Papua New Guinea YA YA
Paraguay,Paraguay YA TIDAK
Peru,Peru Mempertimbangkan YA
Philippines,Philippines YA YA
Poland,Poland Mempertimbangkan YA
Portugal,Portugal YA YA
Qatar,Qatar YA TIDAK
Republic of Korea,"Republic of Korea YA TIDAK
POSISI POSISI
2016 2013"
Afghanistan,Afghanistan YA TIDAK
Albania,Albania YA TIDAK
Algeria,Algeria Mempertimbangkan YA
Andorra,Andorra YA TIDAK
Angola,Angola YA TIDAK
Antigua and Barbuda,Antigua and Barbuda Mempertimbangkan TIDAK
Argentina,Argentina Mempertimbangkan YA
Armenia,Armenia Mempertimbangkan TIDAK
Australia,Australia YA YA
Austria,Austria YA TIDAK
Azerbaijan,Azerbaijan Mempertimbangkan TIDAK
Bahamas,Bahamas Mempertimbangkan YA
Bahrain,Bahrain Mempertimbangkan YA
Bangladesh,Bangladesh YA YA
Barbados,Barbados Mempertimbangkan TIDAK
Belarus,Belarus Mempertimbangkan TIDAK
Belgium,Belgium YA YA
Belize,Belize Mempertimbangkan TIDAK
Benin,Benin Mempertimbangkan TIDAK
Bhutan,Bhutan Mempertimbangkan TIDAK
Bolivia (Plurinational State of),Bolivia (Plurinational State of) Mempertimbangkan YA
Bosnia and Herzegovina,Bosnia and Herzegovina Mempertimbangkan YA
Botswana,Botswana YA YA
Brazil,Brazil YA TIDAK
Brunei Darussalam,Brunei Darussalam Mempertimbangkan YA
Bulgaria,Bulgaria Mempertimbangkan YA
Burkina Faso,Burkina Faso Mempertimbangkan YA
Burundi,Burundi Mempertimbangkan TIDAK
Cambodia,Cambodia YA YA
Cameroon,Cameroon Mempertimbangkan YA
Canada,Canada YA TIDAK
C,Cape Verde YA TIDAK
Central African Republic,Central African Republic Mempertimbangkan TIDAK
Chad,Chad YA TIDAK
Chile,Chile YA YA
China,China YA YA
Colombia,Colombia Mempertimbangkan YA
Comoros,Comoros Mempertimbangkan TIDAK
Congo,Congo Mempertimbangkan YA
Cook Islands,Cook Islands Mempertimbangkan TIDAK
Costa Rica,Costa Rica Mempertimbangkan YA
C,Côte d’Ivoire YA TIDAK
Croatia,Croatia Mempertimbangkan YA
Cuba,Cuba Mempertimbangkan YA
Cyprus,Cyprus Mempertimbangkan TIDAK
C,Czech Republic YA YA
Republic of Korea,Democratic People’s Republic of Korea YA YA
Congo,Democratic Republic of the Congo Mempertimbangkan TIDAK
Denmark,Denmark Mempertimbangkan TIDAK
Djibouti,Djibouti Mempertimbangkan TIDAK
Dominica,Dominican Republic Mempertimbangkan YA
Ecuador,Ecuador YA TIDAK
Egypt,Egypt YA YA
El Salvador,El Salvador Mempertimbangkan TIDAK
Equatorial Guinea,Equatorial Guinea YA TIDAK
Eritrea,Eritrea Mempertimbangkan TIDAK
Estonia,Estonia Mempertimbangkan TIDAK
Ethiopia,Ethiopia YA YA
Fiji,Fiji YA YA
Finland,Finland Mempertimbangkan TIDAK
France,France Mempertimbangkan YA
Gabon,Gabon Mempertimbangkan TIDAK
Gambia,Gambia YA TIDAK
Georgia,Georgia Mempertimbangkan YA
Germany,Germany Mempertimbangkan YA
Ghana,Ghana Mempertimbangkan YA
Indonesia,"Greece Mempertimbangkan YANO NEGARAPOSISI DATA DUKUNGAN
PENCALONAN INDONESIA MENJADI ANGGOTA DEWAN ICAO 2016-2019POSISI POSISI
2016 2013NO NEGARAPOSISI DATA DUKUNGAN
PENCALONAN INDONESIA MENJADI ANGGOTA DEWAN ICAO 2016-2019"
Guinea,Guinea-Bissau Mempertimbangkan TIDAK
Guyana,Guyana Mempertimbangkan TIDAK
Haiti,Haiti Mempertimbangkan TIDAK
Honduras,Honduras YA TIDAK
Hungary,Hungary YA YA
Iceland,Iceland Mempertimbangkan TIDAK
India,India YA YA
Indonesia,Indonesia YA YA
Iran (Islamic Republic of),Iran (Islamic Republic of) Mempertimbangkan YA
Iraq,Iraq Mempertimbangkan YA
Ireland,Ireland YA TIDAK
Israel,Israel Mempertimbangkan TIDAK
Italy,Italy YA TIDAK
Jamaica,Jamaica Mempertimbangkan TIDAK
Japan,Japan YA YA
Jordan,Jordan YA TIDAK
Kazakhstan,Kazakhstan YA YA
Kenya,Kenya YA YA
Kiribati,Kiribati Mempertimbangkan TIDAK
Kuwait,Kuwait Mempertimbangkan TIDAK
Kyrgyzstan,Kyrgyzstan YA YA
L,Lao People’s Democratic Republic YA YA
Latvia,Latvia Mempertimbangkan TIDAK
Lebanon,Lebanon Mempertimbangkan YA
Lesotho,Lesotho YA TIDAK
Liberia,Liberia Mempertimbangkan YA
Libya,Libya Mempertimbangkan YA
Lithuania,Lithuania Mempertimbangkan YA
Luxembourg,Luxembourg Mempertimbangkan YA
Madagascar,Madagascar YA TIDAK
Malawi,Malawi Mempertimbangkan TIDAK
Malaysia,Malaysia YA TIDAK
Maldives,Maldives YA TIDAK
Mali,Mali Mempertimbangkan YA
Malta,Malta Mempertimbangkan YA
Marshall Islands,Marshall Islands Mempertimbangkan TIDAK
Mauritania,Mauritania Mempertimbangkan YA
Mauritius,Mauritius YA YA
Mexico,Mexico YA YA
Micronesia (Federated States of),Micronesia (Federated States of) Mempertimbangkan TIDAK
Monaco,Monaco YA TIDAK
Mongolia,Mongolia Mempertimbangkan TIDAK
Montenegro,Montenegro YA TIDAK
Morocco,Morocco Mempertimbangkan YA
Mozambique,Mozambique YA YA
Myanmar,Myanmar Mempertimbangkan YA
Namibia,Namibia YA TIDAK
Nauru,Nauru Mempertimbangkan TIDAK
Nepal,Nepal YA TIDAK
Netherlands,Netherlands YA YA
New Zealand,New Zealand YA YA
Nicaragua,Nicaragua Mempertimbangkan TIDAK
Niger,Niger Mempertimbangkan YA
Niger,Nigeria YA YA
Norway,Norway Mempertimbangkan YA
Oman,Oman Mempertimbangkan YA
Pakistan,Pakistan Mempertimbangkan YA
Palau,Palau Mempertimbangkan TIDAK
Panama,Panama Mempertimbangkan YA
Papua New Guinea,Papua New Guinea YA YA
Paraguay,Paraguay YA TIDAK
Peru,Peru Mempertimbangkan YA
Philippines,Philippines YA YA
Poland,Poland Mempertimbangkan YA
Portugal,Portugal YA YA
Qatar,Qatar YA TIDAK
Republic of Korea,"Republic of Korea YA TIDAK
POSISI POSISI
2016 2013"
Afghanistan,Afghanistan YA TIDAK
Albania,Albania YA TIDAK
Algeria,Algeria Mempertimbangkan YA
Andorra,Andorra YA TIDAK
Angola,Angola YA TIDAK
Antigua and Barbuda,Antigua and Barbuda Mempertimbangkan TIDAK
Argentina,Argentina Mempertimbangkan YA
Armenia,Armenia Mempertimbangkan TIDAK
Australia,Australia YA YA
Austria,Austria YA TIDAK
Azerbaijan,Azerbaijan Mempertimbangkan TIDAK
Bahamas,Bahamas Mempertimbangkan YA
Bahrain,Bahrain Mempertimbangkan YA
Bangladesh,Bangladesh YA YA
Barbados,Barbados Mempertimbangkan TIDAK
Belarus,Belarus Mempertimbangkan TIDAK
Belgium,Belgium YA YA
Belize,Belize Mempertimbangkan TIDAK
Benin,Benin Mempertimbangkan TIDAK
Bhutan,Bhutan Mempertimbangkan TIDAK
Bolivia (Plurinational State of),Bolivia (Plurinational State of) Mempertimbangkan YA
Bosnia and Herzegovina,Bosnia and Herzegovina Mempertimbangkan YA
Botswana,Botswana YA YA
Brazil,Brazil YA TIDAK
Brunei Darussalam,Brunei Darussalam Mempertimbangkan YA
Bulgaria,Bulgaria Mempertimbangkan YA
Burkina Faso,Burkina Faso Mempertimbangkan YA
Burundi,Burundi Mempertimbangkan TIDAK
Cambodia,Cambodia YA YA
Cameroon,Cameroon Mempertimbangkan YA
Canada,Canada YA TIDAK
C,Cape Verde YA TIDAK
Central African Republic,Central African Republic Mempertimbangkan TIDAK
Chad,Chad YA TIDAK
Chile,Chile YA YA
China,China YA YA
Colombia,Colombia Mempertimbangkan YA
Comoros,Comoros Mempertimbangkan TIDAK
Congo,Congo Mempertimbangkan YA
Cook Islands,Cook Islands Mempertimbangkan TIDAK
Costa Rica,Costa Rica Mempertimbangkan YA
C,Côte d’Ivoire YA TIDAK
Croatia,Croatia Mempertimbangkan YA
Cuba,Cuba Mempertimbangkan YA
Cyprus,Cyprus Mempertimbangkan TIDAK
C,Czech Republic YA YA
Republic of Korea,Democratic People’s Republic of Korea YA YA
Congo,Democratic Republic of the Congo Mempertimbangkan TIDAK
Denmark,Denmark Mempertimbangkan TIDAK
Djibouti,Djibouti Mempertimbangkan TIDAK
Dominica,Dominican Republic Mempertimbangkan YA
Ecuador,Ecuador YA TIDAK
Egypt,Egypt YA YA
El Salvador,El Salvador Mempertimbangkan TIDAK
Equatorial Guinea,Equatorial Guinea YA TIDAK
Eritrea,Eritrea Mempertimbangkan TIDAK
Estonia,Estonia Mempertimbangkan TIDAK
Ethiopia,Ethiopia YA YA
Fiji,Fiji YA YA
Finland,Finland Mempertimbangkan TIDAK
France,France Mempertimbangkan YA
Gabon,Gabon Mempertimbangkan TIDAK
Gambia,Gambia YA TIDAK
Georgia,Georgia Mempertimbangkan YA
Germany,Germany Mempertimbangkan YA
Ghana,Ghana Mempertimbangkan YA
Indonesia,"Greece Mempertimbangkan YANO NEGARAPOSISI DATA DUKUNGAN
PENCALONAN INDONESIA MENJADI ANGGOTA DEWAN ICAO 2016-2019POSISI POSISI
2016 2013NO NEGARAPOSISI DATA DUKUNGAN
PENCALONAN INDONESIA MENJADI ANGGOTA DEWAN ICAO 2016-2019"
Guinea,Guinea-Bissau Mempertimbangkan TIDAK
Guyana,Guyana Mempertimbangkan TIDAK
Haiti,Haiti Mempertimbangkan TIDAK
Honduras,Honduras YA TIDAK
Hungary,Hungary YA YA
Iceland,Iceland Mempertimbangkan TIDAK
India,India YA YA
Indonesia,Indonesia YA YA
Iran (Islamic Republic of),Iran (Islamic Republic of) Mempertimbangkan YA
Iraq,Iraq Mempertimbangkan YA
Ireland,Ireland YA TIDAK
Israel,Israel Mempertimbangkan TIDAK
Italy,Italy YA TIDAK
Jamaica,Jamaica Mempertimbangkan TIDAK
Japan,Japan YA YA
Jordan,Jordan YA TIDAK
Kazakhstan,Kazakhstan YA YA
Kenya,Kenya YA YA
Kiribati,Kiribati Mempertimbangkan TIDAK
Kuwait,Kuwait Mempertimbangkan TIDAK
Kyrgyzstan,Kyrgyzstan YA YA
L,Lao People’s Democratic Republic YA YA
Latvia,Latvia Mempertimbangkan TIDAK
Lebanon,Lebanon Mempertimbangkan YA
Lesotho,Lesotho YA TIDAK
Liberia,Liberia Mempertimbangkan YA
Libya,Libya Mempertimbangkan YA
Lithuania,Lithuania Mempertimbangkan YA
Luxembourg,Luxembourg Mempertimbangkan YA
Madagascar,Madagascar YA TIDAK
Malawi,Malawi Mempertimbangkan TIDAK
Malaysia,Malaysia YA TIDAK
Maldives,Maldives YA TIDAK
Mali,Mali Mempertimbangkan YA
Malta,Malta Mempertimbangkan YA
Marshall Islands,Marshall Islands Mempertimbangkan TIDAK
Mauritania,Mauritania Mempertimbangkan YA
Mauritius,Mauritius YA YA
Mexico,Mexico YA YA
Micronesia (Federated States of),Micronesia (Federated States of) Mempertimbangkan TIDAK
Monaco,Monaco YA TIDAK
Mongolia,Mongolia Mempertimbangkan TIDAK
Montenegro,Montenegro YA TIDAK
Morocco,Morocco Mempertimbangkan YA
Mozambique,Mozambique YA YA
Myanmar,Myanmar Mempertimbangkan YA
Namibia,Namibia YA TIDAK
Nauru,Nauru Mempertimbangkan TIDAK
Nepal,Nepal YA TIDAK
Netherlands,Netherlands YA YA
New Zealand,New Zealand YA YA
Nicaragua,Nicaragua Mempertimbangkan TIDAK
Niger,Niger Mempertimbangkan YA
Niger,Nigeria YA YA
Norway,Norway Mempertimbangkan YA
Oman,Oman Mempertimbangkan YA
Pakistan,Pakistan Mempertimbangkan YA
Palau,Palau Mempertimbangkan TIDAK
Panama,Panama Mempertimbangkan YA
Papua New Guinea,Papua New Guinea YA YA
Paraguay,Paraguay YA TIDAK
Peru,Peru Mempertimbangkan YA
Philippines,Philippines YA YA
Poland,Poland Mempertimbangkan YA
Portugal,Portugal YA YA
Qatar,Qatar YA TIDAK
Republic of Korea,"Republic of Korea YA TIDAKPOSISI POSISI
2016 2013NO NEGARAPOSISI DATA DUKUNGAN
PENCALONAN INDONESIA MENJADI ANGGOTA DEWAN ICAO 2016-2019"
Republic of Moldova,Republic of Moldova Mempertimbangkan TIDAK
Oman,Romania YA YA
Russian Federation,"Russian Federation YA YAPOSISI POSISI
2016 2013NO NEGARAPOSISI DATA DUKUNGAN
PENCALONAN INDONESIA MENJADI ANGGOTA DEWAN ICAO 2016-2019"
Rwanda,Rwanda YA TIDAK
Saint Kitts and Nevis,Saint Kitts and Nevis Mempertimbangkan TIDAK
Saint Lucia,Saint Lucia Mempertimbangkan TIDAK
Saint Vincent and the Grenadines,Saint Vincent and the Grenadines Mempertimbangkan TIDAK
Samoa,Samoa YA TIDAK
San Marino,San Marino Mempertimbangkan TIDAK
Sao Tome and Principe,Sao Tome and Principe Mempertimbangkan TIDAK
Saudi Arabia,Saudi Arabia YA YA
Senegal,Senegal Mempertimbangkan YA
Serbia,Serbia Mempertimbangkan YA
Seychelles,Seychelles YA YA
Sierra Leone,Sierra Leone Mempertimbangkan TIDAK
Singapore,Singapore Mempertimbangkan YA
Slovakia,Slovakia Mempertimbangkan TIDAK
Slovenia,Slovenia Mempertimbangkan TIDAK
Solomon Islands,Solomon Islands YA TIDAK
Somalia,Somalia Mempertimbangkan YA
South Africa,South Africa YA YA
Sudan,South Sudan Mempertimbangkan TIDAK
Spain,Spain YA YA
Sri Lanka,Sri Lanka YA YA
Sudan,Sudan YA YA
Suriname,Suriname YA TIDAK
S,Swaziland YA YA
Sweden,Sweden Mempertimbangkan TIDAK
Switzerland,Switzerland YA TIDAK
Syrian Arab Republic,Syrian Arab Republic Mempertimbangkan TIDAK
Tajikistan,Tajikistan YA TIDAK
Thailand,Thailand YA YA
T,The former Yugoslav Republic of Macedonia Mempertimbangkan TIDAK
Timor-Leste,Timor-Leste YA YA
Togo,Togo Mempertimbangkan TIDAK
Tonga,Tonga Mempertimbangkan YA
Trinidad and Tobago,Trinidad and Tobago Mempertimbangkan TIDAK
Tunisia,Tunisia Mempertimbangkan YA
T,Turkey YA YA
Turkmenistan,Turkmenistan YA TIDAK
Uganda,Uganda YA YA
Ukraine,Ukraine YA YA
United Arab Emirates,United Arab Emirates YA YA
United Kingdom,United Kingdom Mempertimbangkan TIDAK
United Republic of Tanzania,United Republic of Tanzania YA YA
United States,United States YA YA
Uruguay,Uruguay Mempertimbangkan YA
Uzbekistan,Uzbekistan YA TIDAK
Vanuatu,Vanuatu Mempertimbangkan TIDAK
Venezuela (Bolivarian Republic of),Venezuela (Bolivarian Republic of) Mempertimbangkan YA
Viet Nam,Viet Nam YA YA
Yemen,Yemen YA TIDAK
Zambia,Zambia Mempertimbangkan TIDAK
Zimbabwe,"Zimbabwe Mempertimbangkan YA
POSISI POSISI
2016 2013"
Afghanistan,Afghanistan YA TIDAK
Albania,Albania YA TIDAK
Algeria,Algeria Mempertimbangkan YA
Andorra,Andorra YA TIDAK
Angola,Angola YA TIDAK
Antigua and Barbuda,Antigua and Barbuda Mempertimbangkan TIDAK
Argentina,Argentina Mempertimbangkan YA
Armenia,Armenia Mempertimbangkan TIDAK
Australia,Australia YA YA
Austria,Austria YA TIDAK
Azerbaijan,Azerbaijan Mempertimbangkan TIDAK
Bahamas,Bahamas Mempertimbangkan YA
Bahrain,Bahrain Mempertimbangkan YA
Bangladesh,Bangladesh YA YA
Barbados,Barbados Mempertimbangkan TIDAK
Belarus,Belarus Mempertimbangkan TIDAK
Belgium,Belgium YA YA
Belize,Belize Mempertimbangkan TIDAK
Benin,Benin Mempertimbangkan TIDAK
Bhutan,Bhutan Mempertimbangkan TIDAK
Bolivia (Plurinational State of),Bolivia (Plurinational State of) Mempertimbangkan YA
Bosnia and Herzegovina,Bosnia and Herzegovina Mempertimbangkan YA
Botswana,Botswana YA YA
Brazil,Brazil YA TIDAK
Brunei Darussalam,Brunei Darussalam Mempertimbangkan YA
Bulgaria,Bulgaria Mempertimbangkan YA
Burkina Faso,Burkina Faso Mempertimbangkan YA
Burundi,Burundi Mempertimbangkan TIDAK
Cambodia,Cambodia YA YA
Cameroon,Cameroon Mempertimbangkan YA
Canada,Canada YA TIDAK
C,Cape Verde YA TIDAK
Central African Republic,Central African Republic Mempertimbangkan TIDAK
Chad,Chad YA TIDAK
Chile,Chile YA YA
China,China YA YA
Colombia,Colombia Mempertimbangkan YA
Comoros,Comoros Mempertimbangkan TIDAK
Congo,Congo Mempertimbangkan YA
Cook Islands,Cook Islands Mempertimbangkan TIDAK
Costa Rica,Costa Rica Mempertimbangkan YA
C,Côte d’Ivoire YA TIDAK
Croatia,Croatia Mempertimbangkan YA
Cuba,Cuba Mempertimbangkan YA
Cyprus,Cyprus Mempertimbangkan TIDAK
C,Czech Republic YA YA
Republic of Korea,Democratic People’s Republic of Korea YA YA
Congo,Democratic Republic of the Congo Mempertimbangkan TIDAK
Denmark,Denmark Mempertimbangkan TIDAK
Djibouti,Djibouti Mempertimbangkan TIDAK
Dominica,Dominican Republic Mempertimbangkan YA
Ecuador,Ecuador YA TIDAK
Egypt,Egypt YA YA
El Salvador,El Salvador Mempertimbangkan TIDAK
Equatorial Guinea,Equatorial Guinea YA TIDAK
Eritrea,Eritrea Mempertimbangkan TIDAK
Estonia,Estonia Mempertimbangkan TIDAK
Ethiopia,Ethiopia YA YA
Fiji,Fiji YA YA
Finland,Finland Mempertimbangkan TIDAK
France,France Mempertimbangkan YA
Gabon,Gabon Mempertimbangkan TIDAK
Gambia,Gambia YA TIDAK
Georgia,Georgia Mempertimbangkan YA
Germany,Germany Mempertimbangkan YA
Ghana,Ghana Mempertimbangkan YA
Indonesia,"Greece Mempertimbangkan YANO NEGARAPOSISI DATA DUKUNGAN
PENCALONAN INDONESIA MENJADI ANGGOTA DEWAN ICAO 2016-2019POSISI POSISI
2016 2013NO NEGARAPOSISI DATA DUKUNGAN
PENCALONAN INDONESIA MENJADI ANGGOTA DEWAN ICAO 2016-2019"
Rwanda,Rwanda YA TIDAK
Saint Kitts and Nevis,Saint Kitts and Nevis Mempertimbangkan TIDAK
Saint Lucia,Saint Lucia Mempertimbangkan TIDAK
Saint Vincent and the Grenadines,Saint Vincent and the Grenadines Mempertimbangkan TIDAK
Samoa,Samoa YA TIDAK
San Marino,San Marino Mempertimbangkan TIDAK
Sao Tome and Principe,Sao Tome and Principe Mempertimbangkan TIDAK
Saudi Arabia,Saudi Arabia YA YA
Senegal,Senegal Mempertimbangkan YA
Serbia,Serbia Mempertimbangkan YA
Seychelles,Seychelles YA YA
Sierra Leone,Sierra Leone Mempertimbangkan TIDAK
Singapore,Singapore Mempertimbangkan YA
Slovakia,Slovakia Mempertimbangkan TIDAK
Slovenia,Slovenia Mempertimbangkan TIDAK
Solomon Islands,Solomon Islands YA TIDAK
Somalia,Somalia Mempertimbangkan YA
South Africa,South Africa YA YA
Sudan,South Sudan Mempertimbangkan TIDAK
Spain,Spain YA YA
Sri Lanka,Sri Lanka YA YA
Sudan,Sudan YA YA
Suriname,Suriname YA TIDAK
S,Swaziland YA YA
Sweden,Sweden Mempertimbangkan TIDAK
Switzerland,Switzerland YA TIDAK
Syrian Arab Republic,Syrian Arab Republic Mempertimbangkan TIDAK
Tajikistan,Tajikistan YA TIDAK
Thailand,Thailand YA YA
T,The former Yugoslav Republic of Macedonia Mempertimbangkan TIDAK
Timor-Leste,Timor-Leste YA YA
Togo,Togo Mempertimbangkan TIDAK
Tonga,Tonga Mempertimbangkan YA
Trinidad and Tobago,Trinidad and Tobago Mempertimbangkan TIDAK
Tunisia,Tunisia Mempertimbangkan YA
T,Turkey YA YA
Turkmenistan,Turkmenistan YA TIDAK
Uganda,Uganda YA YA
Ukraine,Ukraine YA YA
United Arab Emirates,United Arab Emirates YA YA
United Kingdom,United Kingdom Mempertimbangkan TIDAK
United Republic of Tanzania,United Republic of Tanzania YA YA
United States,United States YA YA
Uruguay,Uruguay Mempertimbangkan YA
Uzbekistan,Uzbekistan YA TIDAK
Vanuatu,Vanuatu Mempertimbangkan TIDAK
Venezuela (Bolivarian Republic of),Venezuela (Bolivarian Republic of) Mempertimbangkan YA
Viet Nam,Viet Nam YA YA
Yemen,Yemen YA TIDAK
Zambia,Zambia Mempertimbangkan TIDAK
Zimbabwe,"Zimbabwe Mempertimbangkan YA
POSISI POSISI
2016 2013"
Afghanistan,Afghanistan YA TIDAK
Albania,Albania YA TIDAK
Algeria,Algeria Mempertimbangkan YA
Andorra,Andorra YA TIDAK
Angola,Angola YA TIDAK
Antigua and Barbuda,Antigua and Barbuda Mempertimbangkan TIDAK
Argentina,Argentina Mempertimbangkan YA
Armenia,Armenia Mempertimbangkan TIDAK
Australia,Australia YA YA
Austria,Austria YA TIDAK
Azerbaijan,Azerbaijan Mempertimbangkan TIDAK
Bahamas,Bahamas Mempertimbangkan YA
Bahrain,Bahrain Mempertimbangkan YA
Bangladesh,Bangladesh YA YA
Barbados,Barbados Mempertimbangkan TIDAK
Belarus,Belarus Mempertimbangkan TIDAK
Belgium,Belgium YA YA
Belize,Belize Mempertimbangkan TIDAK
Benin,Benin Mempertimbangkan TIDAK
Bhutan,Bhutan Mempertimbangkan TIDAK
Bolivia (Plurinational State of),Bolivia (Plurinational State of) Mempertimbangkan YA
Bosnia and Herzegovina,Bosnia and Herzegovina Mempertimbangkan YA
Botswana,Botswana YA YA
Brazil,Brazil YA TIDAK
Brunei Darussalam,Brunei Darussalam Mempertimbangkan YA
Bulgaria,Bulgaria Mempertimbangkan YA
Burkina Faso,Burkina Faso Mempertimbangkan YA
Burundi,Burundi Mempertimbangkan TIDAK
Cambodia,Cambodia YA YA
Cameroon,Cameroon Mempertimbangkan YA
Canada,Canada YA TIDAK
C,Cape Verde YA TIDAK
Central African Republic,Central African Republic Mempertimbangkan TIDAK
Chad,Chad YA TIDAK
Chile,Chile YA YA
China,China YA YA
Colombia,Colombia Mempertimbangkan YA
Comoros,Comoros Mempertimbangkan TIDAK
Congo,Congo Mempertimbangkan YA
Cook Islands,Cook Islands Mempertimbangkan TIDAK
Costa Rica,Costa Rica Mempertimbangkan YA
C,Côte d’Ivoire YA TIDAK
Croatia,Croatia Mempertimbangkan YA
Cuba,Cuba Mempertimbangkan YA
Cyprus,Cyprus Mempertimbangkan TIDAK
C,Czech Republic YA YA
Republic of Korea,Democratic People’s Republic of Korea YA YA
Congo,Democratic Republic of the Congo Mempertimbangkan TIDAK
Denmark,Denmark Mempertimbangkan TIDAK
Djibouti,Djibouti Mempertimbangkan TIDAK
Dominica,Dominican Republic Mempertimbangkan YA
Ecuador,Ecuador YA TIDAK
Egypt,Egypt YA YA
El Salvador,El Salvador Mempertimbangkan TIDAK
Equatorial Guinea,Equatorial Guinea YA TIDAK
Eritrea,Eritrea Mempertimbangkan TIDAK
Estonia,Estonia Mempertimbangkan TIDAK
Ethiopia,Ethiopia YA YA
Fiji,Fiji YA YA
Finland,Finland Mempertimbangkan TIDAK
France,France Mempertimbangkan YA
Gabon,Gabon Mempertimbangkan TIDAK
Gambia,Gambia YA TIDAK
Georgia,Georgia Mempertimbangkan YA
Germany,Germany Mempertimbangkan YA
Ghana,Ghana Mempertimbangkan YA
Indonesia,"Greece Mempertimbangkan YANO NEGARAPOSISI DATA DUKUNGAN
PENCALONAN INDONESIA MENJADI ANGGOTA DEWAN ICAO 2016-2019POSISI POSISI
2016 2013NO NEGARAPOSISI DATA DUKUNGAN
PENCALONAN INDONESIA MENJADI ANGGOTA DEWAN ICAO 2016-2019"
Rwanda,Rwanda YA TIDAK
Saint Kitts and Nevis,Saint Kitts and Nevis Mempertimbangkan TIDAK
Saint Lucia,Saint Lucia Mempertimbangkan TIDAK
Saint Vincent and the Grenadines,Saint Vincent and the Grenadines Mempertimbangkan TIDAK
Samoa,Samoa YA TIDAK
San Marino,San Marino Mempertimbangkan TIDAK
Sao Tome and Principe,Sao Tome and Principe Mempertimbangkan TIDAK
